InvoiceNo,Stock Code,Description,Quantity,InvoiceDate,Price,Customer,Region
2013001184,TRIHAL_DYE007,Trihal 2000кВА. 6/0.4кВ.IP00. Dyn11. 6PTC,2,01.01.18,747,"""ПромТехноРесурсKZ"" ТОО",Юг
2012000414,SERMOBILIZ,Мобилизация специалистов/Стоимость путешествия,1,02.01.18,733,Schneider Electric ZAO,Прочие
2012000414,SERVTRAV,Время на транспорт (час) ,15,02.01.18,335,Schneider Electric ZAO,Прочие
2012000414,SERWD,Рабочий день (с Пн. до Пт. - с 8 до 17 часов),5,02.01.18,2232,Schneider Electric ZAO,Прочие
2011002855,SERVGETDOC_KTR002,Экс.закл.Разр.ЧС.Серт.РК ,1,02.01.18,9850,Schneider Electric ZAO,Прочие
2012002632,SERVGETDOC_KTR003,Услуги по получению сертификата соответствия ГОСТ,1,02.01.18,2255,Schneider Electric ZAO,Прочие
2013000489,METAL_SCRAP,Металлолом ,6,02.01.18,967,Алметпро, 
2013000767,SERWSAPMV-VSD,Сервисное обслуживание частотного преобразователя,2,02.01.18,24399,Мангистауэнергомунай ТОО,Запад
2012000761,LUA1C11,ДОП КОНТ ГОТОВН 1НЗ+1НО С ,5,02.01.18,72,НБН-Трейд ТОО,Юг
2012000761,LUB12,СИЛОВ БЛОК 12А С КЛЕММНИК ,5,02.01.18,197,НБН-Трейд ТОО,Юг
2012000761,LUB32,СИЛОВ БЛОК 32А С КЛЕММНИК ,5,02.01.18,313,НБН-Трейд ТОО,Юг
2012000761,LUCA05BL,БЛОК УПР СТАН 1.255A 24V ,5,02.01.18,255,НБН-Трейд ТОО,Юг
2012000761,LUCA32BL,БЛОК УПР СТАН 832A 24VDC ,5,02.01.18,448,НБН-Трейд ТОО,Юг
2012000509,VW3A58101,КЛАВИАТУРА ,6,02.01.18,1072,NSP ОсОО,Кыргызстан
2012102121,TM2DRA16RT,МОДУЛЬ РАСШИРЕНИЯ 16ВЫХ РЕЛЕ. КЛЕМ. БЛОК,8,02.01.18,1255,AC Electro ТОО,Юг
2012102121,TWDLCAE40DRF,"КОМПАКТНЫЙ ПЛК ~100240В, 24ВХ/16ВЫХ+ETH",12,02.01.18,6294,AC Electro ТОО,Юг
2012102121,TM2DDI32DK,МОДУЛЬ РАСШИРЕНИЯ 32ВХ =24В РАЗЪЕМ НЕ10,8,02.01.18,1255,AC Electro ТОО,Юг
2012102121,TM2DDO32TK,МОДУЛЬ РАСШИРЕНИЯ 32ВЫХ СТ. РАЗЪЕМ НЕ10,5,02.01.18,1046,AC Electro ТОО,Юг
2012102121,VJCNS103299,ЛИЦЕНЗИЯ ВЕБ КЛИЕНТ VJC БЕЗ ОГРАНИЧЕНИЯ,1,02.01.18,1041,AC Electro ТОО,Юг
2012102121,VJC109922,Vijeo Citect Box с USB ключом (Vijeo Citect CD. OF,1,02.01.18,76,AC Electro ТОО,Юг
2012102121,VJCNS101114,ПОЛНАЯ ЛИЦЕНЗИЯ VJC . 5000 ТОЧЕК,1,02.01.18,5551,AC Electro ТОО,Юг
2012700204,RSI152K5E18,РОЗЕТКА ИНФОРМАЦИОННАЯ С/У КАТ.5Е БЕЛЫЙ,60,02.01.18,141,AC Electro ТОО,Юг
2012700204,RSI152T18,РОЗЕТКА ТЕЛЕФОННАЯ С/У (160В. 1А) БЕЛЫЙ,60,02.01.18,79,AC Electro ТОО,Юг
2012002215,TM2DRA16RT,МОДУЛЬ РАСШИРЕНИЯ 16ВЫХ РЕЛЕ. КЛЕМ. БЛОК,4,02.01.18,783,AC Electro ТОО,Юг
2012002215,TWDLCAE40DRF,"КОМПАКТНЫЙ ПЛК ~100240В, 24ВХ/16ВЫХ+ETH",10,02.01.18,6543,AC Electro ТОО,Юг
2012002215,TM2DDI32DK,МОДУЛЬ РАСШИРЕНИЯ 32ВХ =24В РАЗЪЕМ НЕ10,6,02.01.18,1174,AC Electro ТОО,Юг
2012002215,ABFT20E200,КАБЕЛЬ ДЛЯ MОДУЛЯ TWIDO И TELEFAST 2M,12,02.01.18,108,AC Electro ТОО,Юг
2012700120,MGU5.462.18ZD,TV розетка одиночная Белый,20,02.01.18,175,AC Electro ТОО,Юг
2012700120,MGU5.462.25ZD,TV розетка одиночная Бежевый,20,02.01.18,175,AC Electro ТОО,Юг
2012700120,MGU5.492.18ZD,Телефонная розетка 1хRJ11 (4 конт) Белый,30,02.01.18,79,AC Electro ТОО,Юг
2012700120,MGU5.492.25ZD,Телефонная розетка 1хRJ11 (4 конт) Бежевый,30,02.01.18,79,AC Electro ТОО,Юг
2012700120,MGU2.002.18,Рамка с декоративным элементом. 1 место Белый,120,02.01.18,70,AC Electro ТОО,Юг
2012700120,MGU2.002.25,Рамка с декоративным элементом. 1 место Бежевый,120,02.01.18,70,AC Electro ТОО,Юг
2012700120,MGU2.004.18,Рамка с декоративным элементом. 2 места Белый,80,02.01.18,78,AC Electro ТОО,Юг
2012700120,MGU2.004.25,Рамка с декоративным элементом. 2 места Бежевый,80,02.01.18,78,AC Electro ТОО,Юг
2012700120,MGU2.008.18,Рамка с декоративным элементом. 4 места Белый,10,02.01.18,22,AC Electro ТОО,Юг
2012700120,MGU2.008.25,Рамка с декоративным элементом. 4 места Бежевый,10,02.01.18,22,AC Electro ТОО,Юг
2012700120,MGU2.010.18,Рамка 5 постов Белая ,10,02.01.18,32,AC Electro ТОО,Юг
2012700120,MGU2.010.25,Рамка 5 постов Бежевая ,10,02.01.18,32,AC Electro ТОО,Юг
2012700120,MGU23.067.18D,Розетка двойная с з/к сошторками с рамкой Белый,20,02.01.18,120,AC Electro ТОО,Юг
2012700120,MGU23.067.25D,Розетка двойная с з/к сошторками с рамкой Бежевый,20,02.01.18,120,AC Electro ТОО,Юг
2012700120,MGU5.036.18ZD,Розетка с з/к (винт. зажим) Белый,100,02.01.18,222,AC Electro ТОО,Юг
2012700120,MGU5.036.25ZD,Розетка с з/к (винт. зажим) Бежевый,100,02.01.18,222,AC Electro ТОО,Юг
2012700120,MGU5.201.18ZD,Одноклавишный выключатель (сх.1) Белый,40,02.01.18,78,AC Electro ТОО,Юг
2012700120,MGU5.201.25ZD,Одноклавишный выключатель (сх.1) Бежевый,40,02.01.18,78,AC Electro ТОО,Юг
2012700120,MGU5.203.18ZD,Одноклавишный переключатель (сх.6) Белый,20,02.01.18,46,AC Electro ТОО,Юг
2012700120,MGU5.203.25ZD,Одноклавишный переключатель (сх.6) Бежевый,20,02.01.18,46,AC Electro ТОО,Юг
2012700120,MGU5.211.18ZD,Двухклавишный выключатель (сх.5) Белый,40,02.01.18,161,AC Electro ТОО,Юг
2012700120,MGU5.211.25ZD,Двухклавишный выключатель (сх.5) Бежевый,40,02.01.18,161,AC Electro ТОО,Юг
2012700120,MGU5.213.18ZD,Двухклавишный переключатель (сх.6+6) Белый,20,02.01.18,95,AC Electro ТОО,Юг
2012700120,MGU5.213.25ZD,Двухклавишный переключатель (сх.6+6) Бежевый,20,02.01.18,95,AC Electro ТОО,Юг
2012700120,MGU2.006.18,Рамка с декоративным элементом. 3 места Белый,40,02.01.18,59,AC Electro ТОО,Юг
2012700120,MGU2.006.25,Рамка с декоративным элементом. 3 места Бежевый,40,02.01.18,59,AC Electro ТОО,Юг
2012700120,MGU66.002.804,РАМКА 1 ПОСТ ЗОЛОТО БЕЛ ВСТАВКА,10,02.01.18,66,AC Electro ТОО,Юг
2012700120,MGU66.002.810,РАМКА 1 ПОСТ ХРОМ БЕЛ ВСТАВКА,10,02.01.18,48,AC Electro ТОО,Юг
2012700120,MGU66.004.804,РАМКА 2 ПОСТА ЗОЛОТО БЕЛВСТАВКА,9,02.01.18,106,AC Electro ТОО,Юг
2012700120,MGU66.004.810,РАМКА 2 ПОСТА ХРОМ БЕЛ ВСТАВКА,9,02.01.18,63,AC Electro ТОО,Юг
2012700120,MGU61.037.18,Розетка с з/к со шторками с крышкой IP44 с рамкой,10,02.01.18,71,AC Electro ТОО,Юг
2012700120,MGU61.037.25,Розетка с з/к со шторками с крышкой IP44 с рамкой,10,02.01.18,68,AC Electro ТОО,Юг
2012700120,MGU66.006.804,РАМКА 3 ПОСТА ЗОЛОТО БЕЛВСТАВКА,9,02.01.18,128,AC Electro ТОО,Юг
2012700120,MGU66.006.810,РАМКА 3 ПОСТА ХРОМ БЕЛ ВСТАВКА,9,02.01.18,101,AC Electro ТОО,Юг
2012700137,II-U1,КОРОБКА УСТАНОВОЧНАЯ С/УДЛЯ ГСК (78*45 ММ),240,02.01.18,49,AC Electro ТОО,Юг
2012700137,IMT35090,Распред коробка откр установк 70x70x40 IP55,96,02.01.18,36,AC Electro ТОО,Юг
2012700137,IMT35091,Распред коробка откр установк 100x100x50 IP55,45,02.01.18,29,AC Electro ТОО,Юг
2012700137,IMT35092,Распред коробка откр установк 85x85x40 IP55,72,02.01.18,36,AC Electro ТОО,Юг
2012700137,IMT35093,Распред коробка откр установк 65x45 IP55,150,02.01.18,48,AC Electro ТОО,Юг
2012700137,IMT35094,Распред коробка откр установк 80x45 IP55,96,02.01.18,34,AC Electro ТОО,Юг
2012700137,IMT35121,Распред коробка сплошныхстен 100x50,84,02.01.18,14,AC Electro ТОО,Юг
2012700137,IMT35122,Распред коробка сплошныхстен 100x100x50,72,02.01.18,22,AC Electro ТОО,Юг
2012700137,IMT35150,Установочная коробка полых стен 65x45,210,02.01.18,38,AC Electro ТОО,Юг
2012700137,IMT35161,Распред коробка полых стен 100x100x50,72,02.01.18,25,AC Electro ТОО,Юг
2012700137,RSI152T286,РОЗЕТКА ТЕЛЕФОННАЯ С/У Б/РАМКИ (160В. 1А) СЛ.КОСТЬ,60,02.01.18,65,AC Electro ТОО,Юг
2012700137,RTS151186,РОЗЕТКА ТВ С/У Б/РАМКИ (ОКОНЕЧНАЯ) БЕЛЫЙ,60,02.01.18,47,AC Electro ТОО,Юг
2012700137,RTS151286,РОЗЕТКА ТВ С/У Б/РАМКИ (ОКОНЕЧНАЯ) СЛ.КОСТЬ,60,02.01.18,47,AC Electro ТОО,Юг
2012700137,WDE000101,РАМКА. 1 МЕСТО. БЕЛЫЙ ,135,02.01.18,37,AC Electro ТОО,Юг
2012700137,WDE000102,РАМКА. 2 МЕСТА. БЕЛЫЙ ,60,02.01.18,26,AC Electro ТОО,Юг
2012700137,WDE000103,РАМКА. 3 МЕСТА. БЕЛЫЙ ,45,02.01.18,35,AC Electro ТОО,Юг
2012700137,WDE000111,ОДНОКЛ.ВЫКЛ.(СХ.1).МЕХ-М.БЕЛЫЙ,80,02.01.18,63,AC Electro ТОО,Юг
2012700137,WDE000143,РОЗЕТКА С З/К. МЕХАНИЗМ.БЕЛЫЙ,180,02.01.18,141,AC Electro ТОО,Юг
2012700137,WDE000148,РОЗЕТКА С З/К.ШТОРКИ.КРЫШКА IP44.БЕЛЫЙ,28,02.01.18,43,AC Electro ТОО,Юг
2012700137,WDE000151,ДВУХКЛАВИШНЫЙ ВЫКЛ. (СХ.5).МЕХ-М.БЕЛЫЙ,40,02.01.18,37,AC Electro ТОО,Юг
2012700137,BA10-001B,ОДНОКЛАВИШНЫЙ ВЫКЛЮЧ. (СХ. 1),50,02.01.18,38,AC Electro ТОО,Юг
2012700137,BA10-002B,ДВУХКЛАВИШНЫЙ ВЫКЛЮЧ. (СХ. 5),25,02.01.18,22,AC Electro ТОО,Юг
2012700137,BA10-041B,ОДНОКЛАВИШНЫЙ ВЫКЛЮЧАТЕЛЬ ( СХ. 1 ),14,02.01.18,18,AC Electro ТОО,Юг
2012700137,BA10-042B,ДВУХКЛАВИШНЫЙ ВЫКЛЮЧАТЕЛЬ ( СХ. 5),14,02.01.18,21,AC Electro ТОО,Юг
2012700137,BC10-001B,ОДНОКЛАВИШНЫЙ ВЫКЛЮЧ. (СХ. 1),60,02.01.18,45,AC Electro ТОО,Юг
2012700137,BC10-002B,ДВУХКЛАВИШНЫЙ ВЫКЛЮЧ. (СХ. 5),20,02.01.18,18,AC Electro ТОО,Юг
2012700137,PA16-007B,2-АЯ РОЗЕТКА С ЗАЗЕМЛЕНИЕМ,16,02.01.18,18,AC Electro ТОО,Юг
2012700137,PA16-044B,1-АЯ РОЗЕТКА С ЗАЗЕМЛЕНИЕМ. СО ШТОРКАМИ,24,02.01.18,36,AC Electro ТОО,Юг
2012700137,PC16-044B,1-АЯ ВЛАГОЗАЩ. РОЗЕТКА С/З (IP44). СО Ш,14,02.01.18,17,AC Electro ТОО,Юг
2012700137,RS10132-B,РОЗЕТКА С/У (250В.10А) БЕЛЫЙ,114,02.01.18,41,AC Electro ТОО,Юг
2012700137,RS10231-B,РОЗЕТКА С/У 2-Я (250В.10А) БЕЛЫЙ,66,02.01.18,33,AC Electro ТОО,Юг
2012700137,RS16134-B,РОЗЕТКА С/У С ЗК (250В.16А) БЕЛЫЙ,81,02.01.18,36,AC Electro ТОО,Юг
2012700137,VS16133-B,ВЫКЛЮЧАТЕЛЬ С/У 1КЛ. (250В.6А) БЕЛЫЙ,96,02.01.18,40,AC Electro ТОО,Юг
2012700137,VS56234-B,ВЫКЛЮЧАТЕЛЬ С/У 2КЛ. (250В.6А) БЕЛЫЙ,96,02.01.18,46,AC Electro ТОО,Юг
2012700137,KD118,РАМКА С/У 1-Я БЕЛЫЙ ,180,02.01.18,39,AC Electro ТОО,Юг
2012700137,KD128,РАМКА С/У 1-Я СЛ.КОСТЬ ,180,02.01.18,39,AC Electro ТОО,Юг
2012700137,KD218,РАМКА С/У 2-Я БЕЛЫЙ ,60,02.01.18,20,AC Electro ТОО,Юг
2012700137,KD228,РАМКА С/У 2-Я СЛ.КОСТЬ ,60,02.01.18,20,AC Electro ТОО,Юг
2012700137,KD318,РАМКА С/У 3-Я БЕЛЫЙ ,40,02.01.18,23,AC Electro ТОО,Юг
2012700137,KD328,РАМКА С/У 3-Я СЛ.КОСТЬ ,40,02.01.18,23,AC Electro ТОО,Юг
2012700137,RS16152186,РОЗЕТКА С/У Б/РАМКИ С ЗК(250В. 16А. ЗАЩИТН.ШТОРКИ,120,02.01.18,96,AC Electro ТОО,Юг
2012700137,RS16152286,РОЗЕТКА С/У Б/РАМКИ С ЗК(250В. 16А. ЗАЩИТН.ШТОРКИ,120,02.01.18,96,AC Electro ТОО,Юг
2012700137,VS116154186,ВЫКЛЮЧАТЕЛЬ С/У Б/РАМКИ 1КЛ. (250В. 16АХ) БЕЛЫЙ,60,02.01.18,51,AC Electro ТОО,Юг
2012700137,VS116154286,ВЫКЛЮЧАТЕЛЬ С/У Б/РАМКИ 1КЛ. (250В. 16АХ) СЛ.КОСТЬ,60,02.01.18,51,AC Electro ТОО,Юг
2012700137,VS516252186,ВЫКЛЮЧАТЕЛЬ С/У Б/РАМКИ 2КЛ. (250В. 16АХ) БЕЛЫЙ,60,02.01.18,59,AC Electro ТОО,Юг
2012700137,VS516252286,ВЫКЛЮЧАТЕЛЬ С/У Б/РАМКИ 2КЛ. (250В. 16АХ) СЛ.КОСТЬ,60,02.01.18,59,AC Electro ТОО,Юг
2012700137,LEX1420572MR,МОНТАЖНАЯ КОРОБКА ПОД БЕТОН С ВИНТАМИ,300,02.01.18,70,AC Electro ТОО,Юг
2012700137,PVS-VP3X07515B,ШНУР АРМИРОВАННЫЙ ВИЛКОЙС ЗК (L=1.5 М) (БЕЛЫЙ) БЕ,50,02.01.18,85,AC Electro ТОО,Юг
2012700137,V16-005,ВИЛКА 2-ПОЛЮСНАЯ С ЗК УГЛОВАЯ (250В.16А),162,02.01.18,88,AC Electro ТОО,Юг
2012700222,IMT35100,Установочная коробка сплошных стен 65x45,200,02.01.18,18,AC Electro ТОО,Юг
2012700222,RPVA-B,РОЗЕТКА РАДИО О/У (30В)БЕЛЫЙ,513,02.01.18,240,AC Electro ТОО,Юг
2012700222,RPVS-B,РОЗЕТКА РАДИО С/У (30В)БЕЛЫЙ,246,02.01.18,130,AC Electro ТОО,Юг
2012700224,IMT35100,Установочная коробка сплошных стен 65x45,1600,02.01.18,142,AC Electro ТОО,Юг
2012700225,IMT35090,Распред коробка откр установк 70x70x40 IP55,96,02.01.18,36,AC Electro ТОО,Юг
2012700225,IMT35091,Распред коробка откр установк 100x100x50 IP55,45,02.01.18,29,AC Electro ТОО,Юг
2012700225,IMT35092,Распред коробка откр установк 85x85x40 IP55,72,02.01.18,37,AC Electro ТОО,Юг
2012700225,IMT35094,Распред коробка откр установк 80x45 IP55,96,02.01.18,34,AC Electro ТОО,Юг
2012700225,IMT35120,Распред коробка сплошныхстен 70x40,175,02.01.18,20,AC Electro ТОО,Юг
2012700225,IMT35121,Распред коробка сплошныхстен 100x50,84,02.01.18,14,AC Electro ТОО,Юг
2012700225,IMT35122,Распред коробка сплошныхстен 100x100x50,144,02.01.18,44,AC Electro ТОО,Юг
2012700225,IMT35150,Установочная коробка полых стен 65x45,210,02.01.18,39,AC Electro ТОО,Юг
2012700225,IMT35160,Распред коробка полых стен 80x45,120,02.01.18,33,AC Electro ТОО,Юг
2012700225,IMT35161,Распред коробка полых стен 100x100x50,72,02.01.18,25,AC Electro ТОО,Юг
2012700225,WDE000191,TV АНТЕННА КОННЕКТОР 0.7DB.МЕХ-М.БЕЛЫЙ,10,02.01.18,11,AC Electro ТОО,Юг
2012700225,WDE000291,TV АНТЕННА КОННЕКТОР 0.7DB.МЕХ-М.БЕЖЕВЫЙ,10,02.01.18,11,AC Electro ТОО,Юг
2012700225,WDE000101,РАМКА. 1 МЕСТО. БЕЛЫЙ ,135,02.01.18,37,AC Electro ТОО,Юг
2012700225,WDE000102,РАМКА. 2 МЕСТА. БЕЛЫЙ ,30,02.01.18,13,AC Electro ТОО,Юг
2012700225,WDE000103,РАМКА. 3 МЕСТА. БЕЛЫЙ ,15,02.01.18,12,AC Electro ТОО,Юг
2012700225,WDE000104,РАМКА. 4 МЕСТА. БЕЛЫЙ ,15,02.01.18,16,AC Electro ТОО,Юг
2012700225,WDE000105,РАМКА. 5 МЕСТ. БЕЛЫЙ ,16,02.01.18,22,AC Electro ТОО,Юг
2012700225,WDE000112,ОДНОКЛАВИШНЫЙ ВЫКЛЮЧАТЕЛЬ (СХ.1). БЕЛЫЙ,36,02.01.18,35,AC Electro ТОО,Юг
2012700225,WDE000113,ОДНОКЛ.ВЫКЛ.(СХ1А)ПОДСВЕТКА.МЕХ-М.БЕЛЫЙ,40,02.01.18,37,AC Electro ТОО,Юг
2012700225,WDE000120,РОЗЕТКА ДВОЙНАЯ БЕЗ З/К.БЕЛЫЙ,30,02.01.18,34,AC Electro ТОО,Юг
2012700225,WDE000124,РОЗЕТКА ДВОЙНАЯ С З/К. БЕЛЫЙ,36,02.01.18,45,AC Electro ТОО,Юг
2012700225,WDE000141,РОЗЕТКА БЕЗ З/К. МЕХАНИЗМ. БЕЛЫЙ,40,02.01.18,27,AC Electro ТОО,Юг
2012700225,WDE000142,РОЗЕТКА С З/К. БЕЛЫЙ ,36,02.01.18,36,AC Electro ТОО,Юг
2012700225,WDE000146,РОЗЕТКА С З/К СО ШТОРКАМИ КРЫШКА.БЕЛЫЙ,16,02.01.18,19,AC Electro ТОО,Юг
2012700225,WDE000152,ДВУХКЛАВИШНЫЙ ВЫКЛЮЧАТЕЛЬ (СХ.5). БЕЛЫЙ,36,02.01.18,38,AC Electro ТОО,Юг
2012700225,WDE000153,ДВУХКЛ.ВЫКЛ.(СХ.5) ПОДСВЕТКА.МЕХ-М.БЕЛЫЙ,20,02.01.18,21,AC Electro ТОО,Юг
2012700225,WDE000161,ОДНОКЛ.ПЕРЕКЛЮЧАТЕЛЬ(СХ.6).МЕХ-М.БЕЛЫЙ,20,02.01.18,18,AC Electro ТОО,Юг
2012700225,WDE000201,РАМКА. 1 МЕСТО. БЕЖЕВЫЙ ,45,02.01.18,12,AC Electro ТОО,Юг
2012700225,WDE000202,РАМКА. 2 МЕСТА. БЕЖЕВЫЙ ,30,02.01.18,13,AC Electro ТОО,Юг
2012700225,WDE000203,РАМКА. 3 МЕСТА. БЕЖЕВЫЙ ,15,02.01.18,12,AC Electro ТОО,Юг
2012700225,WDE000204,РАМКА. 4 МЕСТА. БЕЖЕВЫЙ ,15,02.01.18,16,AC Electro ТОО,Юг
2012700225,WDE000205,РАМКА. 5 МЕСТ. БЕЖЕВЫЙ ,8,02.01.18,11,AC Electro ТОО,Юг
2012700225,WDE000212,ОДНОКЛАВИШНЫЙ ВЫКЛ. (СХ.1). БЕЖЕВЫЙ,36,02.01.18,35,AC Electro ТОО,Юг
2012700225,WDE000213,ОДНОКЛ.ВЫКЛ.(СХ1А)ПОДСВЕТКА.МЕХ-М.БЕЖЕВ.,20,02.01.18,18,AC Electro ТОО,Юг
2012700225,WDE000220,РОЗЕТКА ДВОЙНАЯ БЕЗ З/К.БЕЖЕВЫЙ,30,02.01.18,34,AC Electro ТОО,Юг
2012700225,WDE000224,РОЗЕТКА ДВОЙНАЯ С З/К. БЕЖЕВЫЙ,24,02.01.18,30,AC Electro ТОО,Юг
2012700225,WDE000241,РОЗЕТКА БЕЗ З/К. МЕХАНИЗМ. БЕЖЕВЫЙ,40,02.01.18,27,AC Electro ТОО,Юг
2012700225,WDE000242,РОЗЕТКА С З/К. БЕЖЕВЫЙ ,36,02.01.18,36,AC Electro ТОО,Юг
2012700225,WDE000252,ДВУХКЛАВИШНЫЙ ВЫКЛ. (СХ.5). БЕЖЕВЫЙ,36,02.01.18,38,AC Electro ТОО,Юг
2012700225,WDE000253,ДВУХКЛ.ВЫКЛ.(СХ.5) ПОДСВЕТКА.МЕХ-М.БЕЖЕВ,20,02.01.18,21,AC Electro ТОО,Юг
2012700258,RAT1S3-B,РОЗЕТКА ТЕЛЕВИЗИОННАЯ С/У ОКОНЕЧНАЯ БЕЛЫЙ,120,02.01.18,67,AC Electro ТОО,Юг
2012700258,RT4S3-B,РОЗЕТКА ТЕЛЕФОННАЯ С/У (160В. 1А) БЕЛЫЙ,120,02.01.18,70,AC Electro ТОО,Юг
2012700258,WDE000124,РОЗЕТКА ДВОЙНАЯ С З/К. БЕЛЫЙ,24,02.01.18,30,AC Electro ТОО,Юг
2012700258,WDE000201,РАМКА. 1 МЕСТО. БЕЖЕВЫЙ ,90,02.01.18,25,AC Electro ТОО,Юг
2012700381,IMT35100,Установочная коробка сплошных стен 65x45,3000,02.01.18,277,AC Electro ТОО,Юг
2012700381,IMT35120,Распред коробка сплошныхстен 70x40,175,02.01.18,20,AC Electro ТОО,Юг
2012700381,IMT35121,Распред коробка сплошныхстен 100x50,84,02.01.18,15,AC Electro ТОО,Юг
2012700381,IMT35122,Распред коробка сплошныхстен 100x100x50,72,02.01.18,23,AC Electro ТОО,Юг
2012700381,IMT35150,Установочная коробка полых стен 65x45,1050,02.01.18,200,AC Electro ТОО,Юг
2012700381,IMT35160,Распред коробка полых стен 80x45,120,02.01.18,34,AC Electro ТОО,Юг
2012700381,IMT35161,Распред коробка полых стен 100x100x50,72,02.01.18,26,AC Electro ТОО,Юг
2012700381,IMT35180,Соединительная деталь коробки IMT35150,900,02.01.18,14,AC Electro ТОО,Юг
2012700381,WDE000134,ДИММЕР ПОВОРОТНЫЙ 300ВТ.БЕЛЫЙ,6,02.01.18,70,AC Electro ТОО,Юг
2012700381,WDE000136,УНИВЕРСАЛЬНЫЙ ДИММЕР 600ВТ/ВА.БЕЛЫЙ,6,02.01.18,147,AC Electro ТОО,Юг
2012700381,WDE000234,ДИММЕР ПОВОРОТНЫЙ 300ВТ.БЕЖЕВЫЙ,6,02.01.18,70,AC Electro ТОО,Юг
2012700381,WDE000236,УНИВЕРСАЛЬНЫЙ ДИММЕР 600ВТ/ВА.БЕЖЕВЫЙ,6,02.01.18,147,AC Electro ТОО,Юг
2012700381,WDE000181,ТЕЛЕФОННАЯ РОЗЕТКА RJ11.МЕХАНИЗМ. БЕЛЫЙ,140,02.01.18,307,AC Electro ТОО,Юг
2012700381,WDE000183,КОМП.РОЗЕТКА RJ45 КАТ. 5E.МЕХ-М.БЕЛЫЙ,200,02.01.18,875,AC Electro ТОО,Юг
2012700381,WDE000185,РОЗЕТКА ДВОЙ.RJ11+RJ45.КАТ5E.МЕХ-М.БЕЛЫЙ,100,02.01.18,695,AC Electro ТОО,Юг
2012700381,WDE000191,TV АНТЕННА КОННЕКТОР 0.7DB.МЕХ-М.БЕЛЫЙ,170,02.01.18,196,AC Electro ТОО,Юг
2012700381,WDE000281,ТЕЛЕФОННАЯ РОЗЕТКА RJ11.МЕХ-М. БЕЖЕВЫЙ,20,02.01.18,44,AC Electro ТОО,Юг
2012700381,WDE000283,КОМП.РОЗЕТКА RJ45 КАТ. 5E.МЕХ-М.БЕЖЕВЫЙ,30,02.01.18,131,AC Electro ТОО,Юг
2012700381,WDE000285,РОЗЕТКА ДВОЙ.RJ11+RJ45.КАТ5E.МЕХ-М.БЕЖЕВ,30,02.01.18,209,AC Electro ТОО,Юг
2012700381,WDE000291,TV АНТЕННА КОННЕКТОР 0.7DB.МЕХ-М.БЕЖЕВЫЙ,20,02.01.18,23,AC Electro ТОО,Юг
2012700381,WDE000101,РАМКА. 1 МЕСТО. БЕЛЫЙ ,270,02.01.18,77,AC Electro ТОО,Юг
2012700381,WDE000102,РАМКА. 2 МЕСТА. БЕЛЫЙ ,210,02.01.18,95,AC Electro ТОО,Юг
2012700381,WDE000103,РАМКА. 3 МЕСТА. БЕЛЫЙ ,90,02.01.18,73,AC Electro ТОО,Юг
2012700381,WDE000104,РАМКА. 4 МЕСТА. БЕЛЫЙ ,45,02.01.18,51,AC Electro ТОО,Юг
2012700381,WDE000105,РАМКА. 5 МЕСТ. БЕЛЫЙ ,48,02.01.18,68,AC Electro ТОО,Юг
2012700381,WDE000112,ОДНОКЛАВИШНЫЙ ВЫКЛЮЧАТЕЛЬ (СХ.1). БЕЛЫЙ,72,02.01.18,72,AC Electro ТОО,Юг
2012700381,WDE000113,ОДНОКЛ.ВЫКЛ.(СХ1А)ПОДСВЕТКА.МЕХ-М.БЕЛЫЙ,40,02.01.18,38,AC Electro ТОО,Юг
2012700381,WDE000120,РОЗЕТКА ДВОЙНАЯ БЕЗ З/К.БЕЛЫЙ,60,02.01.18,70,AC Electro ТОО,Юг
2012700381,WDE000124,РОЗЕТКА ДВОЙНАЯ С З/К. БЕЛЫЙ,24,02.01.18,31,AC Electro ТОО,Юг
2012700381,WDE000131,ТРЕХКЛАВИШНЫЙ ВЫКЛ.(СХ.3).МЕХ-М.БЕЛЫЙ,40,02.01.18,46,AC Electro ТОО,Юг
2012700381,WDE000141,РОЗЕТКА БЕЗ З/К. МЕХАНИЗМ. БЕЛЫЙ,60,02.01.18,43,AC Electro ТОО,Юг
2012700381,WDE000142,РОЗЕТКА С З/К. БЕЛЫЙ ,2160,02.01.18,2257,AC Electro ТОО,Юг
2012700381,WDE000143,РОЗЕТКА С З/К. МЕХАНИЗМ.БЕЛЫЙ,60,02.01.18,49,AC Electro ТОО,Юг
2012700381,WDE000145,РОЗЕТКА С З/К СО ШТОРКАМИ.МЕХ-М.БЕЛЫЙ,60,02.01.18,55,AC Electro ТОО,Юг
2012700381,WDE000151,ДВУХКЛАВИШНЫЙ ВЫКЛ. (СХ.5).МЕХ-М.БЕЛЫЙ,200,02.01.18,194,AC Electro ТОО,Юг
2012700381,WDE000152,ДВУХКЛАВИШНЫЙ ВЫКЛЮЧАТЕЛЬ (СХ.5). БЕЛЫЙ,252,02.01.18,276,AC Electro ТОО,Юг
2012700381,WDE000153,ДВУХКЛ.ВЫКЛ.(СХ.5) ПОДСВЕТКА.МЕХ-М.БЕЛЫЙ,40,02.01.18,44,AC Electro ТОО,Юг
2012700381,WDE000161,ОДНОКЛ.ПЕРЕКЛЮЧАТЕЛЬ(СХ.6).МЕХ-М.БЕЛЫЙ,240,02.01.18,221,AC Electro ТОО,Юг
